WritingId	MemberId	Essay	DateSubmitted	Grade	Comment	topicId	correctedWriting	LevelNo	UnitNo	Country	Nationality	Unit Name	Lesson Title	lesson Aim
31	18448262	Hi Mom,  I'm going to go to a music festival in 27th July. I'm taking a tent, a sleeping bag, sunscreen, towel, sunglasses, water and money to the other expensives. I hope that will be fun, and I am eager. The ticket has a good price, and the travel is not expensive.  I will write tomorrow again.  I love You,  Morelli	2011-03-21 11:35:13.200	85	Dear Student,<br/><br/>Your email to your family to tell them about the music festival you’re going to go is good.<br/><br/>I really appreciate the efforts you have put in to write this paragraph.<br/><br/>"I'm going to go to a music festival in(PR)(>>on) 27th July." I have changed the preposition 'in' to 'on' in the sentence because 'on' is appropriate in this context, which means "during a particular day", e.g., "I was born on July 1st" <br/><br/>Proofread your spellings before submitting the writing as misspellings can ruin the writing.<br/><br/>Read more books to enhance your sentence structure and vocabulary. I look forward to seeing your next writings.<br/><br/>Regards,<br/>Rick<br/>	4748	Hi Mom,<br/><br/>I'm going to go to a music festival <change><selection>in</selection><tag><symbol>PR</symbol><correct>on</correct></tag></change> 27th July. I'm taking a tent, a sleeping bag, sunscreen, towel, sunglasses, water and money to the other <change><selection>expensives</selection><tag><symbol>SP</symbol><correct>expenses</correct></tag></change>. I hope that <change><selection></selection><tag><symbol>I(x)</symbol><correct>it</correct></tag></change> will be fun, and I am eager <change><selection></selection><tag><symbol>I(x)</symbol><correct>to visit</correct></tag></change>. The ticket has a good price, and the travel is not expensive.<br/><br/>I will write tomorrow again.<br/><br/>I love You,<br/><br/>Morelli	5	1	br	br	Holidays and festivals	Planning to attend a music festival	By the end of this lesson, you will be able to write about a festival you're going to.
32	18464950	Hi, I,m Taeim. I'm from Korea. I live in Seoul. My family are four people: My husband, my son, grand mother and I.	2011-03-21 10:54:58.480	97	Dear student<br/><br/>Very well done! You wrote a great piece.<br/><br/>Please pay attention to:<br/><br/>SPELLING:<br/>To help you reduce spelling errors, do proofreading.<br/><br/>Proofreading<br/><br/>- read your assignment inorder to check whether there are any mistakes in spelling, grammar, punctuation etc.<br/><br/>Keep up the good work.<br/><br/>Hope to hear from you soon.<br/><br/>Regards Sadie<br/><br/>	9818	Hi, I,m Taeim. I'm from Korea. I live in Seoul. My family are four people: My husband, my son, grand mother and I.	3	1	kr	kr	Meeting people	Replying to a new penpal	By the end of this lesson,  you will be able to write about your nationality,  family and abilities.
33	18453447	thirty pens, fifteen pencils, twelve desks, fourteen chairs, sixteen headphones and there is one table.	2011-03-21 11:28:55.770	88	Dear Student,<br/><br/>The email to your boss is informative.<br/><br/>It seems you worked very hard in this writing. Well done.<br/><br/>Kindly start a sentence with the subject. Hence I inserted this "I(x))(>>There are) thirty pens, fifteen pencils, twelve .."<br/><br/>Please note that you should use the beginning salutation and ending salutation in a formal letter. Hence I inserted this "I(x))(>>Dear Sir,)<br/><br/>(I(x))(>>There are) thirty..."<br/><br/>Enjoy your studies online with Englishtown. Good luck with the work to come.<br/><br/>Regards,<br/>Jennifer	9820	thirty pens, fifteen pencils, twelve desks, fourteen chairs, sixteen headphones and there is one table.	1	2	sa	sa	Colors and numbers	Taking inventory in the office	By the end of this lesson, you will be able to describe amounts.
34	18427654	1.Carry table tennis in running Divide into two teams,each team have 8 persons.A table tennis is putted in the centre racket and cannot touched by hands.One person carry only one ball every time.That is done if carry the ball to basket from start area to destination(10 meters).Next person get the ball from the basket and relay.The person must replay if the ball fell untill 8 persons all finish. The winner is the team with less time. 2.Five person bound running Need one referee .Divide into six teams ,each team have 5 persons who men and women can be mixed . Bind every person 's foot and stand in scratch line together before the match.All teams are allowed to run when referee call starting.The winner is the team that get to the destination first. 3.Four persons play three balls Divide into some teams ,each team have 4 persons. Make an area of triangle.Three persons stand in a node of triangle area,another person is a referee and candidate standing in centre.Three persons roll the ball in clockwise in one time when the referee mean to start.The person not only roll the ball but also catch the ball from other player.It is stopped if one person cannot catch the ball. The loser and the referee change the place and contine to play.	2011-03-21 11:04:19.710	50	Dear Student,<br/><br/>Even though this writing shows your interest in learning English at Englishtown, I regret to say that there are too many errors and the sentence construction is not appropriate. Kindly redo the work and submit it for evaluation. Sorry for the inconvenience caused. <br/><br/>You can use both the grammar guide and grammar lab in the Englishtown online school to check and practice grammar issues. Good luck!<br/><br/>Regards,<br/>Jennifer	14173	1. Carry table tennis in running<br/><br/>Divide into two teams<change><selection>,</selection><tag><symbol>PU</symbol><correct>.</correct></tag></change> <change><selection>each </selection><tag><symbol>C</symbol><correct>Each </correct></tag></change>team <change><selection>have </selection><tag><symbol>AG</symbol><correct>has</correct></tag></change>8 <change><selection>persons</selection><tag><symbol>WC</symbol><correct>players</correct></tag></change>. A table tennis is <change><selection>putted </selection><tag><symbol>NSW</symbol><correct>put</correct></tag></change>in the centre racket and <change><selection></selection><tag><symbol>I(x)</symbol><correct>it</correct></tag></change>cannot<change><selection></selection><tag><symbol>I(x)</symbol><correct>be</correct></tag></change> touched by hands. <change><selection>One </selection><tag><symbol>x>>y</symbol><correct>A</correct></tag></change><change><selection>person</selection><tag><symbol>WC</symbol><correct>player</correct></tag></change><change><selection></selection><tag><symbol>I(x)</symbol><correct>should</correct></tag></change> carry only one ball <change><selection></selection><tag><symbol>PR</symbol><correct>at</correct></tag></change> <change><selection>every </selection><tag><symbol>WC</symbol><correct>a</correct></tag></change>time. <change><selection>That is done if carry the ball to basket from start area to destination(10 meters). </selection><tag><symbol>HL</symbol><correct>That is done if carry the ball to basket from start area to destination(10 meters). </correct></tag></change> Next <change><selection>person </selection><tag><symbol>WC</symbol><correct>player</correct></tag></change><change><selection>get </selection><tag><symbol>AG</symbol><correct>gets</correct></tag></change>the ball from the basket and relay. The person must replay if the ball fell <change><selection>untill</selection><tag><symbol>SP</symbol><correct>until</correct></tag></change> 8 persons all finish. The winner is the team with less time.<br/><br/>2. Five person bound running<br/><br/>Need one referee. Divide into six teams ,each team <change><selection>have </selection><tag><symbol>AG</symbol><correct>has</correct></tag></change>5 persons<change><selection></selection><tag><symbol>PR</symbol><correct>in</correct></tag></change> <change><selection>who </selection><tag><symbol>WC</symbol><correct>which</correct></tag></change>men and women can be mixed .<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><change><selection></selection><tag><symbol>I(x)</symbol><correct>Word Limit</correct></tag></change> Bind every person 's foot and stand in scratch line together before the match.All teams are allowed to run when referee call starting.The winner is the team that get to the destination first.<br/>3.Four persons play three balls<br/>Divide into some teams ,each team have 4 persons. Make an area of triangle.Three persons stand in a node of triangle area,another person is a referee and candidate standing in centre.Three persons roll the ball in clockwise in one time when the referee mean to start.The person not only roll the ball but also catch the ball from other player.It is stopped if one person cannot catch the ball. The loser and the referee change the place and contine to play.<br/><br/>	7	1	cn	cn	Rules and instructions	Giving instructions to play a game	By the end of this lesson, you will be able to write rules and instructions to a game.
35	18436349	I'm a junior web developer. My work is very interesting because every day I learn so much! I'm always sit at the desk, sometimes talk on the phone. Sometimes help people, but often are people helps me! Usually write emails. I work for many hours and sometimes I take breaks.	2011-03-21 11:40:43.023	76	Thank you for submitting your writing.  It was a pleasure to read about your job.  You described the many different tasks you do at your work place.  Please review when to use "ing" verbs (e.g. "sometimes talk (VT)(>>talking)on the phone") also remember to include the subject in the sentence (e.g. "Sometimes (MW)(>>I ) help people").  Keep up the great effort!  I wish you the best in your continued studies.	5322	I'm a junior web developer. My work is very interesting because every day I learn so much! I'm always <change><selection>sit </selection><tag><symbol>VT</symbol><correct>sitting</correct></tag></change> at the desk, <change><selection></selection><tag><symbol>MW</symbol><correct>and</correct></tag></change> sometimes <change><selection>talk </selection><tag><symbol>VT</symbol><correct>talking</correct></tag></change>on the phone. Sometimes <change><selection></selection><tag><symbol>MW</symbol><correct>I </correct></tag></change> help people, but often <change><selection>are people helps me</selection><tag><symbol>WO</symbol><correct>people are helping me</correct></tag></change>! Usually <change><selection></selection><tag><symbol>MW</symbol><correct>I </correct></tag></change> write emails. I work for many hours<change><selection></selection><tag><symbol>PU</symbol><correct>,</correct></tag></change> <change><selection>and </selection><tag><symbol>WC</symbol><correct>but</correct></tag></change> sometimes I take breaks.	4	1	it	it	What do you do?	Writing about what you do	By the end of this lesson, you will be able to write about your job.
36	18467534	A great remedy for pain is white willow bark and cayenne pepper. You should make a tea and drink is hot. For a sore throat you can take a spoonful of honey and ginger. It will relieves your pain. If you has an infection garlic and echinacea helps you. You should also make a tea and drink it hot. These remedies will help you and after the use you will feel better.	2011-03-21 11:56:25.247	87	Dear student,<br/>Thank you for your very interesting submission.<br/>You write well for your level and I'm sure you're going to do really well with Englishtown!<br/>There are a couple of minor changes:<br/>... If you has (AG)(>> have )an... In English, the subjects and verbs must agree in number. The subject here is 'you' and the appropriate verb to be used here is a plural one.<br/>... a tea (I(x))(>> out of these things )and drink... Please work on missing words. They are required in order to make a sentence more meaningful.<br/>Well done on a fine effort. Good luck with your online studies!<br/>	5110	A great remedy for pain is white willow bark and cayenne pepper. You should make a tea <change><selection></selection><tag><symbol>I(x)</symbol><correct> out of these things </correct></tag></change>and drink<change><selection> is </selection><tag><symbol>WC</symbol><correct> it </correct></tag></change>hot. For a sore throat you can take a spoonful of honey and ginger. It will<change><selection> relieves </selection><tag><symbol>WC</symbol><correct> relieve </correct></tag></change>your pain. If you<change><selection> has </selection><tag><symbol>AG</symbol><correct> have </correct></tag></change>an infection<change><selection></selection><tag><symbol>PU</symbol><correct>, </correct></tag></change> garlic and echinacea helps you. You should also make a tea and drink it hot. These remedies will help you and after<change><selection> the </selection><tag><symbol>D</symbol><correct></correct></tag></change>use you will feel better.	8	1	de	de	Going to the doctor	Writing a natural remedies pamphlet	By the end of this lesson, you will be able to explain the benefits of natural remedies.
37	18458503	Ton suspect that Isabella was in love with someone else, he decides to follow her. During one night he discovers the love between John and Isabella, and devises a plan to stop this love. Without distrust Ton, Isabella and John decide that they would run away together to live their love when they arrived at the destination of the ship, but one night before disembarking everything fell apart because, Ton called the guards on the ship, and exposed John, who was arrested . One week after landing in disagreement and the fate of John, Isabella was the prison where she was informed that jonh had been freed, she searched for him across town, until she found working in a bakery. Finally, they fled and continued life Amors them. In the end, Ton embittered by loneliness gives up his own life.	2011-03-21 12:38:05.263	74	Dear Lnobrega58, You have put a lot of work into this and tried very hard to express yourself in English; well done. Study the corrections carefully, paying particular attention to Verb Tenses and Spellings.<br/><br/>Use the simple past tense for actions completed or those having occurred at a specific time in the past or to indicate past status.  ... suspect(VT)(>>suspected) that Isabella was. You should write all through in the past tense.<br/><br/>Correct spellings are very important in written English. Please use the spellcheck and revise your work before submission to avoid such errors.  ... Ton(SP)(>>Tom) called ]]<br/><br/>The highlighted sections indicate that the meaning is not clear. I hope that my corrections and tips are useful to you. Keep enjoying your studies online!	6387	<change><selection>Ton</selection><tag><symbol>SP</symbol><correct>Tom</correct></tag></change> <change><selection>suspect</selection><tag><symbol>VT</symbol><correct>suspected</correct></tag></change> that Isabella was in love with someone else, he <change><selection>decides</selection><tag><symbol>VT</symbol><correct>decided</correct></tag></change> to follow her. <change><selection>During</selection><tag><symbol>D</symbol><correct></correct></tag></change> <change><selection>one</selection><tag><symbol>C</symbol><correct>One</correct></tag></change> night he <change><selection>discovers</selection><tag><symbol>VT</symbol><correct>discovered</correct></tag></change> the love between John and Isabella, and <change><selection>devises</selection><tag><symbol>VT</symbol><correct>devised</correct></tag></change> a plan to stop this love.<br/><change><selection>Without distrust Ton,</selection><tag><symbol>D</symbol><correct></correct></tag></change> Isabella and John decide that they would run away together to live their <change><selection>love</selection><tag><symbol>WC</symbol><correct>lives</correct></tag></change> when they arrived at the destination <change><selection>of the </selection><tag><symbol>x>>y</symbol><correct>by</correct></tag></change>ship, but one night before <change><selection>disembarking</selection><tag><symbol>WC</symbol><correct>embarking</correct></tag></change> everything fell apart because<change><selection>,</selection><tag><symbol>D</symbol><correct></correct></tag></change> <change><selection>Ton</selection><tag><symbol>SP</symbol><correct>Tom</correct></tag></change> called the guards on the ship, and exposed John, who was arrested<change><selection> .</selection><tag><symbol>PU</symbol><correct>. </correct></tag></change><br/>One week <change><selection>after</selection><tag><symbol>x>>y</symbol><correct>later</correct></tag></change> <change><selection>landing in disagreement and the fate of John,</selection><tag><symbol>HL</symbol><correct>landing in disagreement and the fate of John,</correct></tag></change> Isabella was <change><selection>the</selection><tag><symbol>x>>y</symbol><correct>in</correct></tag></change> prison where she was informed that <change><selection>jonh</selection><tag><symbol>SP</symbol><correct>John</correct></tag></change> had been freed<change><selection>,</selection><tag><symbol>PU</symbol><correct>.</correct></tag></change> <change><selection>she</selection><tag><symbol>C</symbol><correct>She</correct></tag></change> searched for him across town, until she found working in a bakery.<br/>Finally, they fled and continued life <change><selection>Amors</selection><tag><symbol>HL</symbol><correct>Amors</correct></tag></change> <change><selection>them</selection><tag><symbol>x>>y</symbol><correct>from there</correct></tag></change>. In the end, <change><selection>Ton</selection><tag><symbol>SP</symbol><correct>Tom</correct></tag></change> embittered by loneliness<change><selection></selection><tag><symbol>PU</symbol><correct>,</correct></tag></change> <change><selection>gives</selection><tag><symbol>VT</symbol><correct>gave</correct></tag></change> up his own life.	6	1	br	br	Movies and entertainment	Writing a movie plot	By the end of this lesson, you will be able to write the ending to a story.
38	18462879	In the morning I get up at seven twenty-five,  I have breakfast at a quarter to eight , I go to work at eight o' clock. In the afternoonI have lunch at twelve o'clock, I finish work at hafl past five. In the evening I have dinner at six o'clock,  I study english at a quarter to nine. I go to bed at a quarter past one.                                     Thank you !   teacher!	2011-03-21 12:31:09.533	90	Dear Student, <br/><br/>You have made a sincere attempt to write on the topic given. I appreciate your effort. <br/><br/>I have read through and there are not many corrections that I need to make. You have obviously put in a lot of effort and have edited your work before submitting it.<br/><br/>1. You could also put more effort in improving your spelling.....hafl(SP)(>>half) past five.<br/>2. Capitalisation: Use a capital letter for names of subjects............english(C)(>>English).<br/><br/>Review the edits in your paper before your next assignment. Besides these errors you have really done a good job! Keep it up! I hope you enjoy your studies online with Englishtown and do really well!<br/><br/>	2549	In the morning I get up at seven twenty-five,  I have breakfast at a quarter to eight , I go to work at eight o' clock. In the afternoonI have lunch at twelve o'clock, I finish work at hafl past five. In the evening I have dinner at six o'clock,  I study english at a quarter to nine. I go to bed at a quarter past one.                                     Thank you !   teacher!	3	2	cn	cn	What's the time?	Describing a friend's weekend routine	By the end of this lesson,  you will be able to write down someone's weekend schedule.
39	18436403	Dear Ms Thomas, There are 13 computers and 16 keyboards in the office.Also,there are 30 pens and 15 pencils on the desk.There are 12 desks. 14 chairs,13 computers ,16 keyboards and headphones in the house. Oh,there are one table in the office too. Best.	2011-03-21 12:26:32.037	97	Dear Student, <br/><br/>Thank you for your submission on the subject, "Complete the email to your boss." It was well written and easy to read. You showed confidence in using English and most of your sentences are well structured.<br/><br/>"there are (AG)(>>is) one table"<br/>The words there and here are never subjects. With these constructions (called expletive constructions), the subject follows the verb but still determines the number of the verb.<br/><br/>"Best(WC)(>>Regards).(PU)(>>,)"<br/>Use a valedictory to end the sentence.<br/><br/>Try to read more English books, newspapers or magazines to help familiarise yourself with written English. Well done. All the very best.<br/><br/> <br/>	9820	Dear Ms Thomas,<br/>There are 13 computers and 16 keyboards in the office. Also, there are 30 pens and 15 pencils on the desk. There are 12 desks<change><selection>.</selection><tag><symbol>PU</symbol><correct>,</correct></tag></change> 14 chairs,13 computers,16 keyboards and headphones in the house. Oh, there <change><selection>are </selection><tag><symbol>AG</symbol><correct>is</correct></tag></change> one table in the office too.<br/><change><selection>Best</selection><tag><symbol>WC</symbol><correct>Regards</correct></tag></change><change><selection>.</selection><tag><symbol>PU</symbol><correct>,</correct></tag></change><br/><change><selection></selection><tag><symbol>MW</symbol><correct>XXX</correct></tag></change>	1	2	cn	cn	Colors and numbers	Taking inventory in the office	By the end of this lesson, you will be able to describe amounts.
40	18455362	Hello Ana. I'm fine, thank you. My name's Cris. I'm 41 years old. Nice to meet you. Bye! Cris	2011-03-21 12:05:25.070	100	Dear student<br/><br/>Very well done! You wrote a great piece.<br/><br/>Remember to read English books and speak as much English as possible to help you improve your English.<br/><br/>Keep up the good work.<br/><br/>Hope to hear from you soon.<br/><br/>Regards Sadie<br/>	3535	Hello Ana. I'm fine, thank you. My name's Cris. I'm 41 years old. Nice to meet you. Bye! Cris	1	1	br	br	Greetings and introductions	Introducing yourself by email	By the end of this lesson, you will be able to introduce yourself by email.
41	18454054	My weekend, well, I'm very busy, in saturday i go to the swimming, and half past twelve I eat lunch and afternoon 4:00 o'clock i read my emails and evening i dinner 6:00 o´clock at night i watch tv 10:00 o´clock. Sunday the morning at 11:00 o'clock i go to the park with my friends. I play tennis in the park eleven-thirty and afternoon at 3:00 o'clock i have free time, and evening at 8:00 o'clock i go to the cinema at night a 10:00 o'clok i go to bed.	2011-03-21 12:41:28.807	77	Dear Student,<br/>It was a pleasure to read your article in first person form. Frankly, it does not agree with the topic. You are supposed to write in third person forms.<br/>When you talk about yourself(I), it is first person form. When you talk to another person(you),it is second person form and when you talk about others (he/ she/ they), you are using third person forms.<br/>Other areas you need to pay attention to, are:<br/>The personal pronoun 'I' should always be capitalised...i (C)(>>I )go to.... .i(C)(>>I) (MW)(>>have )dinner...  <br/>Proper nouns(names of persons, places or things) should always begin with a capital letter....saturday(C)(>>Saturday)... tv(SP)(>>TV)...<br/>Your submission is too long. You should keep your submission within the word limit. <br/>Wish you the best in your studies with Englishtown! Best regards.	2549	My weekend, well, I'm very busy, in saturday i go to the swimming, and half past twelve I eat lunch and afternoon 4:00 o'clock i read my emails and evening i dinner 6:00 o´clock at night i watch tv 10:00 o´clock. Sunday the morning at 11:00 o'clock i go to the park with my friends. I play tennis in the park eleven-thirty and afternoon at 3:00 o'clock i have free time, and evening at 8:00 o'clock i go to the cinema at night a 10:00 o'clok i go to bed.	3	2	br	br	What's the time?	Describing a friend's weekend routine	By the end of this lesson,  you will be able to write down someone's weekend schedule.
42	18460804	Hello! Nice to meet to you! I'm fine thanks! My name's Fred. I'm 32 years old. Bye! Fred.	2011-03-21 12:19:04.963	90	Dear student,<br/><br/>Your reply to Anna is very clear, simple and easy to understand.<br/><br/>Your writing follows a clear and easy progression.<br/><br/>Spell out the age in your writing in the middlle of the sentence, e.g., "I'm 32 (x>>y)(>>thirty-two)years old."<br/><br/>Kindly write more sentenses of your own to meet the word limit.<br/><br/>Keep reading books and magazines to fine tune the practice of using appropriate words in the writing. This will help to improve your vocabulary too.<br/><br/>Regards,<br/>Nancy<br/><br/><br/>	3535	Hello!<br/>Nice to meet to you!<br/>I'm fine<change><selection></selection><tag><symbol>PU</symbol><correct>,</correct></tag></change> thanks!<br/>My name's Fred. I'm <change><selection>32 </selection><tag><symbol>x>>y</symbol><correct>thirty-two</correct></tag></change>years old.<br/>Bye!<br/>Fred.	1	1	cn	cn	Greetings and introductions	Introducing yourself by email	By the end of this lesson, you will be able to introduce yourself by email.
43	18433808		2011-03-21 12:45:07.133	0		3535		1	1	cn	cn	Greetings and introductions	Introducing yourself by email	By the end of this lesson, you will be able to introduce yourself by email.
44	18465142	Hi .My name is caoyueyan  I'm from China Hebei . I'm twenty-tree. I can speak chinese and a little english .  I live in Qinhuangdao . I can cook and drive . Nice to meet you                      write sonn               2011.3.22	2011-03-21 12:46:27.910	90	Dear Student,<br/>Thank you very much for your submission. I enjoyed reading your writing on this topic. It was very clear and precise. You have made a good effort at putting your thoughts down.<br/><br/>Always capitalise the first word in a sentence. The personal pronoun 'I' should always be capitalised. <br/>Always capitalise proper nouns, for example, names of people, weekdays, months, etc.<br/>For example:- caoyueyan(C)(>>Caoyueyan)<br/><br/>Spelling: Always check your spelling before you make a submission. Feel free to use a dictionary to help you with new words.<br/>For example:- sonn(SP)(>>soon).<br/><br/>Try to read more English books, newspapers or magazines to help familiarise yourself with written English. You are good for your level. Continue to work on the modules at EnglishTown, and we will continue to support you with our constructive feedback. Happy learning!	9818	Hi .My name is caoyueyan  I'm from China Hebei . I'm twenty-tree. I can speak chinese and a little english .  I live in Qinhuangdao . I can cook and drive . Nice to meet you                      write sonn               2011.3.22	3	1	cn	cn	Meeting people	Replying to a new penpal	By the end of this lesson,  you will be able to write about your nationality,  family and abilities.
45	18462123		2011-03-21 12:49:42.753	0		3535		1	1	cn	cn	Greetings and introductions	Introducing yourself by email	By the end of this lesson, you will be able to introduce yourself by email.
46	18438357	Hi  Brigit , there are for people in my family :My mother, my fhater, end two sisters. My mother and fhater fifty-five end my sisters twenty -four. I can drive , cook , and dance , i can't sing! I can speak two languages italian end english! bye bye	2011-03-21 12:55:32.873	85	Dear Student,<br/>Thank you very much for your submission. It was interesting to read your writing. Your writing follows a clear and easy progression. Please review my corrections carefully so that you can avoid making those mistakes in the future.<br/><br/>Review the corrections highlighted as (MW) to check places where you have missed out connectors in sentences.<br/>For example:- (MW)(>>my )two sisters<br/><br/>Spelling: Always check your spelling before you make a submission. Feel free to use a dictionary to help you with new words.<br/>For example:- fhater(SP)(>>father) <br/><br/>Try to read more English books, newspapers or magazines to help familiarise yourself with written English. You are good for your level. Continue to work on the modules at EnglishTown, and we will continue to support you with our constructive feedback. Happy learning!	9818	Hi  Brigit , <br/><change><selection>there</selection><tag><symbol>C</symbol><correct>There</correct></tag></change> are <change><selection>for</selection><tag><symbol>SP</symbol><correct>four</correct></tag></change> people in my family :<change><selection></selection><tag><symbol>PU</symbol><correct> </correct></tag></change><change><selection>My</selection><tag><symbol>C</symbol><correct>my</correct></tag></change> mother, my <change><selection>fhater</selection><tag><symbol>SP</symbol><correct>father</correct></tag></change> <change><selection>end</selection><tag><symbol>SP</symbol><correct>and </correct></tag></change> <change><selection></selection><tag><symbol>MW</symbol><correct>my </correct></tag></change>two sisters.<br/>My mother and <change><selection></selection><tag><symbol>MW</symbol><correct>my </correct></tag></change><change><selection>fhater</selection><tag><symbol>SP</symbol><correct>father</correct></tag></change> <change><selection></selection><tag><symbol>MW</symbol><correct>are </correct></tag></change>fifty-five, <change><selection>end</selection><tag><symbol>SP</symbol><correct>and </correct></tag></change> my sisters <change><selection></selection><tag><symbol>MW</symbol><correct>are </correct></tag></change>twenty -four.<br/>I can drive , cook <change><selection>,</selection><tag><symbol>PU</symbol><correct></correct></tag></change> and dance<change><selection> ,</selection><tag><symbol>PU</symbol><correct>.</correct></tag></change> <change><selection>i</selection><tag><symbol>C</symbol><correct>I</correct></tag></change> can't sing<change><selection>!</selection><tag><symbol>PU</symbol><correct>.</correct></tag></change><br/>I can speak two languages<change><selection></selection><tag><symbol>PU</symbol><correct>;</correct></tag></change> <change><selection>italian</selection><tag><symbol>C</symbol><correct>Italian</correct></tag></change> <change><selection>end</selection><tag><symbol>SP</symbol><correct>and</correct></tag></change> <change><selection>english</selection><tag><symbol>C</symbol><correct>English</correct></tag></change><change><selection>!</selection><tag><symbol>PU</symbol><correct>.</correct></tag></change><br/><change><selection>bye bye</selection><tag><symbol>C</symbol><correct>Bye bye</correct></tag></change><change><selection></selection><tag><symbol>PU</symbol><correct>.</correct></tag></change><br/>	3	1	it	it	Meeting people	Replying to a new penpal	By the end of this lesson,  you will be able to write about your nationality,  family and abilities.
47	18450136	Hi! My name's lemon. I'm from China.   There are  four people in my family: my mother, my father, my sister and I. My mother's fifty, my father's fifty-two, my sister's twenty-eight, I'm twenty-four. We live in Beijing.  I can speak Japanese, English and Chinese. I can drive, cook and swim. I can't sing and dance.  Bey! Lemon.	2011-03-21 12:56:16.700	93	Dear Student,<br/>Thank you very much for your submission. I enjoyed reading your writing on this topic. It was very clear and precise. You have made a good effort at putting your thoughts down.<br/><br/>Review the corrections highlighted as (MW) to check places where you have missed out connectors in sentences.<br/>For example:- (MW)(>>and )I'm <br/><br/>Spelling: Always check your spelling before you make a submission. Feel free to use a dictionary to help you with new words.<br/>For example:- Bey(SP)(>>Bye)!<br/><br/>Try to read more English books, newspapers or magazines to help familiarise yourself with written English. You are good for your level. Continue to work on the modules at EnglishTown, and we will continue to support you with our constructive feedback. Happy learning!	12297	Hi! My name's lemon. I'm from China.   There are  four people in my family: my mother, my father, my sister and I. My mother's fifty, my father's fifty-two, my sister's twenty-eight, I'm twenty-four. We live in Beijing.  I can speak Japanese, English and Chinese. I can drive, cook and swim. I can't sing and dance.  Bey! Lemon.	3	1	cn	cn	Meeting people	Replying to a new penpal	By the end of this lesson,  you will be able to write about your nationality,  family and abilities.
48	18448369	Hello!  Nice to meet you. My name is Zineb. I'm from Morocco, but i live in France. I'm twenty-four. there are five people il my family. My parent's, my sister, my brother and i. I can speak four languages, Arabic, French, Spanish and Italian. At the moment i learn English. I can drive, cook.  Can you come in France?  Write nice.  Zineb.	2011-03-21 12:57:41.577	84	Dear student,<br/><br/>Your email to your pen-pal friend is good. You have made a great use of simple sentences with perfect tenses. Well done.<br/><br/>Capitalise the word 'I' even in the middle of the sentence as it is a pronoun.<br/><br/>Kindly use commas in the middle of the context and not full stop, if the sentence as connection with the next one, e.g.,there(C)(>>There) are five people il(SP)(>>in) my family. (PU)(>>,) My (C)(>>my )parent's, my sister, my brother and i(C)(>>I).<br/><br/>Practice your writing every day. Read something different every day (newspapers, magazines, etc.) so that you become more and more familiar with English.<br/><br/>Regards,<br/>Daisy	9818	Hello!  Nice to meet you. My name is Zineb. I'm from Morocco, but i live in France. I'm twenty-four. there are five people il my family. My parent's, my sister, my brother and i. I can speak four languages, Arabic, French, Spanish and Italian. At the moment i learn English. I can drive, cook.  Can you come in France?  Write nice.  Zineb.	3	1	fr	ma	Meeting people	Replying to a new penpal	By the end of this lesson,  you will be able to write about your nationality,  family and abilities.
49	18461896	Dear Anna,  fortunately, I have found the job you dreamed of. Its by far the most amazing job which I can offer. So I urge you to apply as soon as possible. I am writing about a job as a zookeeper. Its with animals, as you preferred. And I would say its absolutely exhilarating working outside, isnt it? Furthermore the pay is spectacular and from what I have heard the boss, Mr. Zoo, is by far the most brillant animal expert in the world. So take this chance and apply. I wish you good luck and I am sure you are the right person for this job.  Best regards,  Andreas	2011-03-21 13:04:05.257	94	Dear Student, <br/>Thank you for your submission on an email to Anna encouraging her to apply for the job. Have a look at the corrections I made and concentrate on: <br/>Capitalisation: for e.g. 'fortunately(C)(>>Fortunately), I have  Always capitalise the first word in a sentence. <br/>Changes. Review the changes highlighted as(x>>y) and understand the correct use of words and sentence structures, for example, '..about a job as a zookeeper(x>>y)(>>the zookeeper's position at Flossington zoo).' <br/>Keep trying and you will continue to make progress. See you again soon at Englishtown.	10296	Dear Anna,<br/><br/><change><selection>fortunately</selection><tag><symbol>C</symbol><correct>Fortunately</correct></tag></change>, I have found the job you dreamed of. Its by far the most amazing job which I can offer. So I urge you to apply as soon as possible. I am writing about <change><selection>a job as a zookeeper</selection><tag><symbol>x>>y</symbol><correct>the zookeeper's position at Flossington zoo</correct></tag></change>. Its with animals, as you preferred. And I would say its absolutely exhilarating working outside, isnt it? Furthermore the pay is spectacular <change><selection></selection><tag><symbol>I(x)</symbol><correct>about 50,000$ </correct></tag></change>and<change><selection> from what I have heard the boss, Mr. Zoo, is by far the most brillant animal expert in the world</selection><tag><symbol>x>>y</symbol><correct>one month holiday every year, with frequent trips to Florida to observe wild crocodiles</correct></tag></change>. So take this chance and apply. I wish you good luck and I am sure you are the right person for this job.<br/><br/>Best regards,<br/><br/>Andreas	10	1	de	de	Extreme activities	Helping a friend find a job	By the end of this lesson, you will be able to encourage a friend to apply for a job.
